,id
396,27317
397,27317
398,27317
399,27317
400,27317
401,27317
402,27317
403,27317
404,27317
405,27317
406,27317
407,685
408,685
409,685
410,685
411,685
412,685
413,685
414,685
415,685
416,685
417,685
418,685
419,13119
420,13119
421,13119
422,13119
423,13119
424,13119
425,13119
426,13119
427,13119
428,13119
429,13119
430,10678
431,10678
432,10678
433,10678
434,10678
435,10678
436,10678
437,10678
438,41324
439,41324
440,41324
441,41324
442,41324
443,41324
444,41324
445,41324
446,41324
447,41324
448,41324
449,41324
450,41324
451,41324
452,41324
453,41324
454,41324
455,41324
456,41324
457,19498
458,19498
459,19498
460,19498
461,19498
462,19498
463,19498
464,19498
465,19498
466,19498
467,19498
468,19498
469,19498
470,1764
471,1764
472,1764
473,1764
474,1764
475,1764
476,26443
477,26443
478,26443
479,26443
480,26443
481,26443
482,26443
483,26443
484,26443
485,4874
486,4874
487,4874
488,4874
489,4874
490,4874
491,4874
492,4874
493,4874
494,4874
495,4874
496,7187
497,7187
498,7187
499,7187
500,7187
501,7187
502,7187
503,7187
504,7187
505,7187
506,43686
507,43686
508,43686
509,43686
510,43686
511,43686
512,43686
513,43686
514,14265
515,14265
516,14265
517,14265
518,14265
519,14265
520,14265
521,14265
522,14265
523,14265
524,14265
525,14265
526,14265
527,14265
528,14265
529,14265
530,14265
531,14265
532,14265
533,14265
534,14265
535,14265
536,14265
537,14265
538,14265
539,14265
540,14265
541,14265
542,26522
543,26522
544,26522
545,26522
546,26522
547,26522
548,26522
549,26522
550,26522
551,26522
552,11585
553,11585
554,11585
555,11585
556,11585
557,11585
558,11585
559,11585
560,11585
561,11585
562,11585
563,11585
564,11585
565,25802
566,25802
567,25802
568,25802
569,25802
570,25802
571,25802
572,25802
573,13141
574,13141
575,13141
576,13141
577,13141
578,13141
579,13141
580,13141
581,13141
582,13141
583,13141
584,13141
585,13141
586,13141
587,13141
588,31015
589,31015
590,31015
591,31015
592,31015
593,31015
594,31015
595,31015
596,31015
597,31015
598,31015
599,31015
600,31015
601,31217
602,31217
603,31217
604,31217
605,31217
606,31217
607,31217
608,31217
609,31217
610,31217
611,31217
612,31217
613,31217
614,36460
615,36460
616,17661
617,17661
618,17661
619,17661
620,17661
621,17661
622,17661
623,17661
624,17661
625,17661
626,17661
627,49479
628,49479
629,49479
630,49479
631,26955
632,26955
633,26955
634,26955
635,26955
636,26955
637,26955
638,48070
639,48070
640,48070
641,48070
642,48070
643,48070
644,48070
645,48070
646,48070
647,48070
648,48070
649,48070
650,48070
651,48070
652,48070
653,17908
654,17908
655,17908
656,17908
657,17908
658,17908
659,17908
660,17908
661,17908
662,17908
663,17908
664,17908
665,17908
666,17908
667,7339
668,7339
669,7339
670,7339
671,7339
672,7339
673,7339
674,18820
675,18820
676,18820
677,18820
678,18820
679,18820
680,18820
681,18820
682,18820
683,18820
684,18820
685,18820
686,18820
687,18820
688,18820
689,18820
690,18820
691,18820
692,18820
693,18820
694,18820
695,18820
696,23730
697,23730
698,23730
699,23730
700,23730
701,23730
702,23730
703,23730
704,23730
705,3352
706,3352
707,3352
708,3352
709,3352
710,3352
711,3352
712,3352
713,3352
714,3352
715,3352
716,3352
717,3352
718,3352
719,3352
720,3352
721,3352
722,3352
723,3352
724,3352
725,3352
726,3352
727,3352
728,30186
729,30186
730,30186
731,30186
732,28652
733,28652
734,28652
735,28652
736,28652
737,28652
738,28652
739,28652
740,28652
741,28652
742,28652
743,28652
744,28652
745,28652
746,28652
747,28652
748,28652
749,28652
750,28652
751,28652
752,28652
753,28652
754,28652
755,28652
756,28652
757,28652
758,28652
759,28652
760,28652
761,28652
762,28652
763,28652
764,28734
765,33860
766,33860
767,33860
768,33860
769,33860
770,33860
771,33860
772,33860
773,33860
774,33860
775,33860
776,33860
777,33860
778,48789
779,48789
780,48789
781,48789
782,48789
783,48789
784,48789
785,48789
786,48789
787,48789
788,48789
789,48789
790,48789
791,48789
792,48789
793,48789
794,48789
795,38359
796,38359
797,38359
798,38359
799,38359
800,38359
801,38359
802,38359
803,44687
804,44687
805,44687
806,44687
807,44687
808,44687
809,44687
810,44687
811,44687
812,44687
813,44687
814,44687
815,44687
816,44687
817,44687
818,44687
819,44687
820,44687
821,44687
822,46337
823,46337
824,46337
825,46337
826,46337
827,46337
828,46337
829,46337
830,46337
831,46337
832,46337
833,46337
834,46337
835,46337
836,46337
837,46337
838,46337
839,46337
840,24120
841,24120
842,24120
843,24120
844,24120
845,24120
846,41547
847,41547
848,41547
849,41547
850,41547
851,41547
852,41547
853,41547
854,41547
855,41547
856,41547
857,41547
858,41547
859,41547
860,41547
861,41547
862,26535
863,26535
864,26535
865,26535
866,26535
867,26535
868,26535
869,26535
870,26535
871,41260
872,41260
873,41260
874,41260
875,41260
876,49074
877,49074
878,49074
879,49074
880,49074
881,49074
882,49074
883,49074
884,49074
885,49074
886,49074
887,49074
888,49074
889,49074
890,49074
891,49074
892,49074
893,39989
894,39989
895,39989
896,39989
897,20328
898,20328
899,20328
900,20328
901,20328
902,20328
903,20328
904,20328
905,2895
906,2895
907,2895
908,2895
909,2895
910,249
911,249
912,249
913,249
914,249
915,249
916,249
917,249
918,249
919,249
920,36961
921,36961
922,36961
923,36961
924,36961
925,36961
926,36961
927,36961
928,36961
929,36961
930,36961
931,36961
932,36961
933,36961
934,36961
935,36961
936,36961
937,8565
938,8565
939,8565
940,8565
941,8565
942,8565
943,8565
944,8565
945,8565
946,8565
947,8565
948,8565
949,8565
950,8565
951,8811
952,8811
953,8811
954,8811
955,8811
956,8811
957,8811
958,8811
959,8811
960,8811
961,8811
962,8811
963,8811
964,8811
965,8811
966,8811
967,8811
968,8811
969,20845
970,20845
971,20845
972,20845
973,20845
974,20845
975,37150
976,37150
977,37150
978,37150
979,37150
980,37150
981,34964
982,34964
983,34964
984,34964
985,34964
986,34964
987,34964
988,34964
989,34964
990,34964
991,34964
992,34964
993,34964
994,34964
995,44701
996,44701
997,44701
998,44701
999,2278
1000,2278
1001,2278
1002,2278
1003,2278
1004,2278
1005,2278
1006,2278
1007,2278
1008,19917
1009,19917
1010,19917
1011,19917
1012,19917
1013,19917
1014,19917
1015,19917
1016,19917
1017,19917
1018,19917
1019,19917
1020,49736
1021,49736
1022,49736
1023,49736
1024,49736
1025,49736
1026,49736
1027,49736
1028,49736
1029,7661
1030,7661
1031,7661
1032,7661
1033,7661
1034,7661
1035,7661
1036,17812
1037,17812
1038,17812
1039,17812
1040,17812
1041,17812
1042,17812
1043,17812
1044,17812
1045,17812
1046,17812
1047,17812
1048,17812
1049,17812
1050,17812
1051,17812
1052,17812
1053,17812
1054,8514
1055,8514
1056,8514
1057,8514
1058,8514
1059,35348
1060,35348
1061,35348
1062,35348
1063,35348
1064,35348
1065,35348
1066,35348
1067,35348
1068,35348
1069,35348
1070,35348
1071,35348
1072,35348
1073,35348
1074,35348
1075,24957
1076,24957
1077,24957
1078,24957
1079,16327
1080,16327
1081,16327
1082,16327
1083,16327
1084,16327
1085,16327
1086,16327
1087,16327
1088,16327
1089,16327
1090,16327
1091,16327
1092,16327
1093,16327
1094,16327
1095,3680
1096,3680
1097,3680
1098,3680
1099,3680
1100,3680
1101,3680
1102,3680
1103,3680
1104,3680
1105,3680
1106,3680
1107,3680
1108,3680
1109,3680
1110,3680
1111,3680
1112,3680
1113,3680
1114,3680
1115,3680
1116,3680
1117,3680
1118,3680
1119,3680
1120,33100
1121,33100
1122,33100
1123,33100
1124,33100
1125,33100
1126,33100
1127,40514
1128,40514
1129,40514
1130,40514
1131,40514
1132,40514
1133,40514
1134,40992
1135,40992
1136,40992
1137,40992
1138,40992
1139,40992
1140,40992
1141,39686
1142,39686
1143,39686
1144,39686
1145,39686
1146,8259
1147,8259
1148,8259
1149,8259
1150,8259
1151,8259
1152,8259
1153,8259
1154,8259
1155,8259
1156,8259
1157,8259
1158,8259
1159,13794
1160,13794
1161,13794
1162,13794
1163,13794
1164,13794
1165,13794
1166,13794
1167,13794
1168,13794
1169,13794
1170,1493
1171,1493
1172,1493
1173,1493
1174,1493
1175,1493
1176,1493
1177,1493
1178,1493
1179,1493
1180,1493
1181,1493
1182,1493
1183,1493
1184,1493
1185,1493
1186,1493
1187,1493
1188,32554
1189,32554
1190,32554
1191,32554
1192,32554
1193,32554
1194,32554
1195,32554
1196,32554
1197,3862
1198,3862
1199,3862
1200,3862
1201,3862
1202,3862
1203,3862
1204,3862
1205,3862
1206,3862
1207,3862
1208,26520
1209,26520
1210,26520
1211,26206
1212,26206
1213,26206
1214,26206
1215,16914
1216,16914
1217,16914
1218,18385
1219,18385
1220,18385
1221,18385
1222,18385
1223,18385
1224,18385
1225,28751
1226,28751
1227,28751
1228,28751
1229,28751
1230,28751
1231,28751
1232,28751
1233,28751
1234,28751
1235,28751
1236,28751
1237,18930
1238,27967
1239,27967
1240,27967
1241,27967
1242,27967
1243,27967
1244,27967
1245,27967
1246,27967
1247,27967
1248,27967
1249,2659
1250,2659
1251,2659
1252,2659
1253,2659
1254,2659
1255,2659
1256,2659
1257,2659
1258,2659
1259,2659
1260,2659
1261,2659
1262,2659
1263,2659
1264,2659
1265,22341
1266,22341
1267,22341
1268,22341
1269,22341
1270,22341
1271,22341
1272,22341
1273,22341
1274,22341
1275,22341
1276,22341
1277,22341
1278,22341
1279,22341
1280,22341
1281,22341
1282,22341
1283,10088
1284,10088
1285,10088
1286,10088
1287,10088
1288,10088
1289,10088
1290,10088
1291,10088
1292,10088
1293,10088
1294,10088
1295,10088
1296,10088
1297,28022
1298,28022
1299,28022
1300,28022
1301,28022
1302,28022
1303,28022
1304,28022
1305,40788
1306,40788
1307,40788
1308,40788
1309,40788
1310,40788
1311,40788
1312,40788
1313,40788
1314,40788
1315,46428
1316,46428
1317,46428
1318,46428
1319,46428
1320,46428
1321,46428
1322,46428
1323,46428
1324,46428
1325,46428
1326,46428
1327,46428
1328,46428
1329,46428
1330,46428
1331,46428
1332,46428
1333,46428
1334,46428
1335,46428
1336,46428
1337,46428
1338,46428
1339,46428
1340,46428
1341,46428
1342,46428
1343,46428
1344,46428
1345,46428
1346,46428
1347,46428
1348,46428
1349,46428
1350,46428
1351,46428
1352,46428
1353,46428
1354,46428
1355,49553
1356,49553
1357,49553
1358,49553
1359,49553
1360,49553
1361,49553
1362,8875
1363,8875
1364,8875
1365,8875
1366,8875
1367,8875
1368,8875
1369,8875
1370,8875
1371,8875
1372,8875
1373,8875
1374,8875
1375,8875
1376,8875
1377,8875
1378,8875
1379,8875
1380,8875
1381,40324
1382,40324
1383,40324
1384,40324
1385,40324
1386,40324
1387,40324
1388,40324
1389,40324
1390,40324
1391,40324
1392,40324
1393,40324
1394,40324
1395,9609
1396,9609
1397,9609
1398,9609
1399,9609
1400,9609
1401,9609
1402,9609
1403,27937
1404,27937
1405,27937
1406,27937
1407,27937
1408,27937
1409,27937
1410,27937
1411,27937
1412,27937
1413,27937
1414,27937
1415,27937
1416,27937
1417,27937
1418,27937
1419,45830
1420,45830
1421,45830
1422,45830
1423,45830
1424,45830
1425,45830
1426,45830
1427,45830
1428,34181
1429,34181
1430,34181
1431,34181
1432,34181
1433,34181
1434,34181
1435,34181
1436,34181
1437,34181
1438,34181
1439,37132
1440,37132
1441,37132
1442,37132
1443,37132
1444,3354
1445,3354
1446,3354
1447,3354
1448,3354
1449,21175
1450,21175
1451,21175
1452,21175
1453,6117
1454,6117
1455,6117
1456,40149
1457,40149
1458,40149
1459,40149
1460,40149
1461,40149
1462,40149
1463,40149
1464,40149
1465,40149
1466,40149
1467,40149
1468,40149
1469,40149
1470,40149
1471,40149
1472,40149
1473,40149
1474,40149
1475,40149
1476,40149
1477,40149
1478,40149
1479,40149
1480,40149
1481,40149
1482,40149
1483,40149
1484,40149
1485,40149
1486,40149
1487,40149
1488,40149
1489,40149
1490,40149
1491,40149
1492,40149
1493,40149
1494,42607
1495,42607
1496,42607
1497,42607
1498,42607
1499,42607
1500,42607
1501,42607
1502,42607
1503,42607
1504,42607
1505,42607
1506,42607
1507,42607
1508,42607
1509,42607
1510,25292
1511,25292
1512,25292
1513,25292
1514,25292
1515,25292
1516,25292
1517,25292
1518,25292
1519,25292
1520,25292
1521,27645
1522,27645
1523,27645
1524,27645
1525,27645
1526,27645
1527,27645
1528,27645
1529,27645
1530,27645
1531,27645
1532,27645
1533,27645
1534,27645
1535,27645
1536,27645
1537,1504
1538,1504
1539,1504
1540,1504
1541,1504
1542,1504
1543,1504
1544,1504
1545,1504
1546,1504
1547,1504
1548,1504
1549,1504
1550,1504
1551,40083
1552,40083
1553,40083
1554,40083
1555,40083
1556,40083
1557,3497
1558,3497
1559,15818
1560,15818
1561,15818
1562,15818
1563,38436
1564,38436
1565,38436
1566,38436
1567,38436
1568,38436
1569,38436
1570,38436
1571,38436
1572,38436
1573,38436
1574,38436
1575,38436
1576,38436
1577,38436
1578,38436
1579,38436
1580,38436
1581,38436
1582,38436
1583,38436
1584,38436
1585,38436
1586,38436
1587,38436
1588,38436
1589,38436
1590,38436
1591,38436
1592,38436
1593,38436
1594,38436
1595,38436
1596,38436
1597,38436
1598,38436
1599,38436
1600,38436
1601,38436
1602,38436
1603,38436
1604,38436
1605,38436
1606,38436
1607,38436
1608,38436
1609,38436
1610,38436
1611,38436
1612,38436
1613,38436
1614,38436
1615,38436
1616,38436
1617,38436
1618,38436
1619,38436
1620,38436
1621,38436
1622,32099
1623,32099
1624,32099
1625,32099
1626,27324
1627,27324
1628,27324
1629,27324
1630,27324
1631,27324
1632,27324
1633,27324
1634,27324
1635,27324
1636,27324
1637,16337
1638,16337
1639,16337
1640,33750
1641,33750
1642,33750
1643,33750
1644,33750
1645,33750
1646,33750
1647,33750
1648,33750
1649,33750
1650,33750
1651,24659
1652,24659
1653,24659
1654,24659
1655,24659
1656,24659
1657,24659
1658,10454
1659,10454
1660,10454
1661,10454
1662,10454
1663,10454
1664,10454
1665,41657
1666,41657
1667,41657
1668,41657
1669,41657
1670,41657
1671,41657
1672,40741
1673,40741
1674,40741
1675,40741
1676,40741
1677,40741
1678,40741
1679,40741
1680,40741
1681,40741
1682,40741
1683,40741
1684,40741
1685,35263
1686,35263
1687,35263
1688,35263
1689,35263
1690,46747
1691,46747
1692,46747
1693,46747
1694,46747
1695,46747
1696,46747
1697,33754
1698,33754
1699,293
1700,293
1701,293
1702,293
1703,40161
1704,40161
1705,40161
1706,40161
1707,40161
1708,40161
1709,40161
1710,40161
1711,40161
1712,40161
1713,40161
1714,40161
1715,40161
1716,40161
1717,40161
1718,40161
1719,40161
1720,40161
1721,40161
1722,40161
1723,40161
1724,40161
1725,40161
1726,40161
1727,40161
1728,40161
1729,40161
1730,4018
1731,4018
1732,4018
1733,4018
1734,4018
1735,4018
1736,4018
1737,4018
1738,4018
1739,4018
1740,4018
1741,4018
1742,4018
1743,4896
1744,4896
1745,20036
1746,20036
1747,20036
1748,20036
1749,20036
1750,20036
1751,20036
1752,20036
1753,20036
1754,20036
1755,20036
1756,20036
1757,20036
1758,20036
1759,42371
1760,42371
1761,42371
1762,42371
1763,42371
1764,42371
1765,42371
1766,42371
1767,42371
1768,42371
1769,42371
1770,42371
1771,42371
1772,42371
1773,42371
1774,42371
1775,42371
1776,42371
1777,42371
1778,42371
1779,42371
1780,12401
1781,12401
1782,12401
1783,12401
1784,12401
1785,12401
1786,12401
1787,12401
1788,12401
1789,12401
1790,12401
1791,12401
1792,12401
1793,12401
1794,12401
1795,12401
1796,12401
1797,12401
1798,12401
1799,12401
1800,41952
1801,41952
1802,41952
1803,41952
1804,41952
1805,41952
1806,41952
1807,41952
1808,41952
1809,41952
1810,41952
1811,45380
1812,45380
1813,45380
1814,45380
1815,45380
1816,45380
1817,45380
1818,45380
1819,45380
1820,45380
1821,45380
1822,45380
1823,45380
1824,45380
1825,45380
1826,45380
1827,45380
1828,45380
1829,45380
1830,45380
1831,45380
1832,45380
1833,45380
1834,14479
1835,14479
1836,14479
1837,14479
1838,14479
1839,14479
1840,653
1841,653
1842,653
1843,653
1844,653
1845,653
1846,653
1847,653
1848,653
1849,653
1850,653
1851,653
1852,653
1853,9206
1854,9206
1855,9206
1856,9206
1857,9206
1858,9206
1859,9206
1860,9206
1861,9206
1862,7139
1863,7139
1864,7139
1865,7139
1866,10596
1867,10596
1868,10596
1869,10596
1870,10596
1871,10596
1872,10596
1873,10596
1874,10596
1875,16050
1876,16050
1877,16050
1878,16050
1879,16050
1880,41277
1881,41277
1882,41277
1883,41277
1884,41277
1885,41277
1886,41277
1887,27197
1888,27197
1889,27197
1890,27197
1891,27197
1892,27197
1893,27197
1894,27197
1895,27197
1896,27197
1897,27197
1898,27197
1899,27197
1900,27197
1901,27197
1902,27197
1903,27197
1904,27197
1905,27197
1906,27197
1907,27197
1908,27197
1909,27197
1910,27197
1911,27197
1912,27197
1913,27197
1914,27197
1915,27197
1916,27197
1917,33267
1918,33267
1919,33267
1920,33267
1921,33267
1922,33267
1923,33267
1924,33267
1925,33267
1926,33267
1927,33267
1928,33267
1929,40604
1930,40604
1931,40604
1932,40604
1933,40604
1934,26652
1935,26652
1936,26652
1937,26652
1938,26652
1939,26652
1940,26652
1941,26652
1942,26652
1943,26652
1944,46128
1945,46128
1946,46128
1947,46128
1948,46128
1949,46128
1950,46128
1951,46128
1952,46128
1953,46128
1954,46128
1955,46128
1956,46128
1957,46128
1958,46128
1959,46128
1960,46128
1961,46128
1962,46128
1963,46128
1964,46128
1965,49305
1966,49305
1967,49305
1968,49305
1969,49305
1970,49305
1971,49305
1972,49305
1973,49305
1974,11948
1975,11948
1976,11948
1977,11948
1978,11948
1979,11948
1980,11948
1981,11948
1982,11948
1983,11948
1984,22461
1985,22461
1986,22461
1987,34396
1988,34396
1989,34396
1990,34396
1991,34396
1992,34396
1993,34396
1994,34396
1995,34396
1996,34396
1997,34396
1998,34396
1999,19909
2000,19909
2001,19909
2002,19909
2003,19909
2004,19909
2005,19909
2006,19909
2007,19909
2008,19909
2009,19909
2010,9058
2011,9058
2012,9058
2013,9058
2014,9058
2015,9058
2016,9058
2017,10458
2018,10458
2019,10458
2020,10458
2021,17413
2022,17413
2023,17413
2024,17413
2025,17413
2026,37508
2027,37508
2028,37508
2029,37508
2030,37508
2031,37508
2032,37508
2033,37508
2034,37508
2035,37508
2036,37508
2037,37508
2038,28265
2039,28265
2040,28265
2041,28265
2042,28265
2043,28265
2044,28265
2045,28265
2046,28265
2047,28265
2048,28265
2049,28265
2050,28265
2051,28265
2052,28265
2053,28265
2054,28265
2055,43295
2056,43295
2057,43295
2058,43295
2059,43295
2060,43295
2061,43295
2062,43295
2063,43295
2064,37389
2065,37389
2066,37389
2067,37389
2068,37389
2069,37389
2070,37389
2071,37389
2072,37389
2073,37389
2074,37389
2075,13272
2076,13272
2077,13272
2078,13272
2079,13272
2080,13272
2081,13272
2082,13272
2083,13272
2084,13272
2085,13272
2086,13272
2087,13272
2088,13272
2089,13272
2090,13272
2091,33461
2092,33461
2093,33461
2094,33461
2095,33461
2096,46912
2097,46912
2098,46912
2099,46912
2100,46912
2101,9323
2102,9323
2103,9323
2104,9323
2105,9323
2106,9323
2107,9323
2108,9323
2109,9323
2110,18867
2111,18867
2112,18867
2113,18867
2114,47586
2115,47586
2116,47586
2117,47586
2118,47586
2119,47586
2120,47586
2121,47586
2122,47586
2123,47586
2124,47586
2125,47586
2126,47586
2127,47586
2128,47586
2129,47586
2130,47586
2131,47586
2132,5941
2133,5941
2134,5941
2135,5941
2136,22157
2137,22157
2138,22157
2139,22157
2140,22157
2141,22157
2142,22157
2143,22157
2144,22157
2145,22157
2146,48221
2147,48221
2148,42912
2149,42912
2150,13684
2151,13684
2152,13684
2153,13684
2154,13684
2155,13684
2156,13684
2157,10494
2158,10494
2159,10494
2160,10494
2161,10494
2162,10494
2163,10494
2164,10494
2165,10494
2166,10494
2167,10494
2168,10494
2169,10494
2170,10494
2171,10494
2172,36526
2173,36526
2174,36526
2175,36526
2176,36526
2177,36526
2178,36526
2179,36526
2180,36526
2181,4706
2182,4706
2183,4706
2184,4706
2185,4706
2186,23188
2187,23188
2188,23188
2189,23188
2190,23188
2191,23188
2192,23188
2193,23188
2194,23188
2195,23188
2196,31334
2197,31334
2198,31334
2199,31334
2200,31334
2201,31334
2202,31334
2203,31334
2204,31334
2205,31334
2206,13820
2207,13820
2208,13820
2209,13820
2210,13820
2211,32459
2212,32459
2213,32459
2214,32459
2215,32459
2216,32459
2217,32459
2218,32459
2219,32459
2220,32459
2221,32459
2222,32459
2223,32459
2224,32459
2225,32459
2226,32459
2227,9169
2228,9169
2229,9169
2230,9169
2231,9169
2232,9169
2233,9169
2234,9169
2235,9169
2236,9169
2237,9169
2238,47620
2239,47620
2240,47620
2241,47620
2242,47620
2243,47620
2244,47620
2245,47620
2246,47620
2247,47620
2248,47620
2249,47620
2250,47620
2251,47620
2252,47620
2253,47620
2254,47620
2255,47620
2256,47620
2257,47620
2258,47620
2259,47620
2260,47620
2261,47620
2262,47620
2263,47620
2264,47620
2265,47620
2266,47620
2267,2532
2268,2532
2269,2532
2270,2532
2271,2532
2272,2532
2273,2532
2274,2720
2275,2720
2276,2720
2277,2720
2278,2720
2279,2720
2280,2720
2281,2720
2282,2720
2283,2720
2284,39759
2285,39759
2286,39759
2287,39759
2288,39759
2289,39759
2290,39759
2291,39759
2292,39759
2293,39759
2294,17489
2295,17489
2296,17489
2297,2074
2298,2074
2299,2074
2300,2074
2301,2074
2302,2074
2303,2074
2304,24509
2305,24509
2306,24509
2307,24509
2308,24509
2309,24509
2310,24509
2311,24509
2312,24509
2313,24412
2314,24412
2315,24412
2316,24412
2317,23401
2318,23401
2319,23401
2320,23401
2321,23401
2322,23401
2323,23401
2324,23401
2325,23401
2326,23401
2327,44070
2328,44070
2329,44070
2330,44070
2331,44070
2332,44070
2333,44070
2334,44070
2335,44070
2336,44070
2337,44070
2338,8434
2339,8434
2340,8434
2341,8434
2342,8434
2343,8434
2344,8434
2345,8434
2346,8434
2347,8434
2348,8434
2349,8434
2350,8434
2351,8434
2352,8434
2353,8434
2354,8434
2355,8434
2356,8434
2357,8434
2358,8434
2359,8434
2360,8434
2361,8434
2362,8434
2363,8434
2364,8434
2365,8434
2366,8434
2367,8434
2368,8434
2369,8434
2370,8434
2371,8434
2372,27720
2373,27720
2374,27720
2375,27720
2376,27720
2377,27720
2378,38198
2379,38198
2380,38198
2381,38198
2382,38198
2383,38198
2384,38198
2385,38198
2386,38198
2387,38198
2388,38198
2389,38198
2390,43272
2391,43272
2392,43272
2393,43272
2394,43272
2395,43272
2396,43272
2397,43272
2398,43272
2399,36534
2400,36534
2401,36534
2402,36534
2403,36534
2404,36534
2405,36534
2406,41451
2407,41451
2408,41451
2409,41451
2410,41451
2411,41451
2412,41451
2413,41451
2414,41451
2415,41451
2416,41451
2417,41451
2418,20503
2419,20503
2420,20503
2421,20503
2422,20503
2423,20503
2424,20503
2425,20503
2426,20503
2427,20503
2428,20503
2429,20503
2430,19100
2431,19100
2432,19100
2433,19100
2434,19100
2435,19100
2436,19100
2437,19100
2438,19100
2439,19100
2440,19100
2441,19100
2442,19100
2443,19100
2444,19100
2445,19100
2446,19100
2447,19100
2448,19100
2449,19100
2450,835
2451,835
2452,835
2453,835
2454,835
2455,835
2456,19692
2457,19692
2458,19692
2459,19692
2460,19692
2461,19692
2462,19692
2463,19692
2464,19692
2465,19692
2466,19692
2467,19692
2468,29708
2469,29708
2470,29708
2471,29708
2472,29708
2473,29708
2474,29708
2475,29708
2476,29708
2477,29708
2478,29708
2479,29708
2480,29708
2481,29708
2482,29708
2483,29708
2484,29708
2485,29708
2486,29708
2487,29708
2488,41818
2489,41818
2490,41818
2491,41818
2492,41818
2493,41818
2494,28394
2495,28394
2496,28394
2497,28394
2498,28394
2499,28394
2500,28394
2501,28394
2502,28394
2503,10127
2504,10127
2505,10127
2506,10127
2507,10127
2508,10127
2509,10127
